2024-01-25 13:29:26,863: root: INFO: MLstrategie : Executing the initialize lifecycle method
2024-01-25 13:29:27,379: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-25 13:29:27,380: root: INFO: MLstrategie : Executing the before_market_opens lifecycle method
2024-01-25 13:29:27,380: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-25 13:29:27,380: root: INFO: MLstrategie : Executing the before_starting_trading lifecycle method
2024-01-25 13:29:27,381: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 13:29:27[0m
2024-01-25 13:29:27,381: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,386: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,386: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-25 13:29:27,387: root: INFO: [34mMLstrategie : Trading iteration ended at 2024-01-25 13:29:27[0m
2024-01-25 13:29:27,387: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 13:29:27,387: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,388: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,388: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 13:29:27,388: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 13:29:27,388: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-25 13:29:27,388: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-25 13:29:27,390: root: INFO: MLstrategie : [34mSleeping for 10800 seconds[0m
2024-01-25 13:29:27,391: root: INFO: Current backtesting datetime 2023-12-15 12:30:00-05:00
2024-01-25 13:29:27,392: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 13:29:27[0m
2024-01-25 13:29:27,392: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,392: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,392: root: INFO: [34mMLstrategie : Trading iteration ended at 2024-01-25 13:29:27[0m
2024-01-25 13:29:27,392: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 13:29:27,392: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,393: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 13:29:27,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 13:29:27,394: root: INFO: MLstrategie : [34mSleeping for 10800 seconds[0m
2024-01-25 13:29:27,394: root: INFO: Current backtesting datetime 2023-12-15 15:30:00-05:00
2024-01-25 13:29:27,395: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 13:29:27[0m
2024-01-25 13:29:27,395: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
