2024-01-25 20:35:41,694: root: INFO: MLstrategie : Executing the initialize lifecycle method
2024-01-25 20:35:42,261: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-25 20:35:42,262: root: INFO: MLstrategie : Executing the before_market_opens lifecycle method
2024-01-25 20:35:42,263: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-25 20:35:42,263: root: INFO: MLstrategie : Executing the before_starting_trading lifecycle method
2024-01-25 20:35:42,263: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,263: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,268: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,576: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-25 20:35:42,583: root: INFO: [34mMLstrategie : Trading iteration ended at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,584: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,584: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,586: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,586: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 20:35:42,586: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 20:35:42,586: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-25 20:35:42,587: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-25 20:35:42,592: root: INFO: MLstrategie : [34mSleeping for 10800 seconds[0m
2024-01-25 20:35:42,594: root: INFO: Current backtesting datetime 2023-12-15 12:30:00-05:00
2024-01-25 20:35:42,596: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,596: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,598: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,599: root: INFO: [34mMLstrategie : Trading iteration ended at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,599: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,599: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,602: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,602: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,606: root: INFO: MLstrategie : [34mSleeping for 10800 seconds[0m
2024-01-25 20:35:42,607: root: INFO: Current backtesting datetime 2023-12-15 15:30:00-05:00
2024-01-25 20:35:42,608: root: INFO: [34mMLstrategie : Executing the on_trading_iteration lifecycle method at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,609: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,610: root: INFO: [34mMLstrategie : Trading iteration ended at 2024-01-25 20:35:42[0m
2024-01-25 20:35:42,610: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,611: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,611: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,611: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,612: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,613: root: INFO: MLstrategie : [34mSleeping for 10800 seconds[0m
2024-01-25 20:35:42,614: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-25 20:35:42,614: root: INFO: Current backtesting datetime 2023-12-15 18:30:00-05:00
2024-01-25 20:35:42,616: root: INFO: [34mMLstrategie : The market is not currently open, skipping this trading iteration[0m
2024-01-25 20:35:42,616: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,617: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,617: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,617: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,618: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,618: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,618: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,619: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,620: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,621: root: INFO: Current backtesting datetime 2023-12-15 18:29:00-05:00
2024-01-25 20:35:42,621: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,621: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,622: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,622: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 20:35:42,622: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 20:35:42,623: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
